ksh,xm,sfzh,lxdh,yxdh,yxmc,kldm,zydh,zymc,pcdm
21376666057603,zhang57602,8888,8888,A231,SDKJDX,2,22,English,1
21376666057604,zhang57603,8888,8888,A231,SDKJDX,2,22,English,1
21376666057605,zhang57604,8888,8888,A231,SDKJDX,2,22,English,1
21376666057606,zhang57605,8888,8888,A231,SDKJDX,2,22,English,1
21376666057607,zhang57606,8888,8888,A231,SDKJDX,2,22,English,1
21376666057608,zhang57607,8888,8888,A231,SDKJDX,2,22,English,1
21376666057609,zhang57608,8888,8888,A231,SDKJDX,2,22,English,1
21376666057610,zhang57609,8888,8888,A231,SDKJDX,2,22,English,1
21376666057611,zhang57610,8888,8888,A231,SDKJDX,2,22,English,1
21376666057612,zhang57611,8888,8888,A231,SDKJDX,2,22,English,1
21376666057613,zhang57612,8888,8888,A231,SDKJDX,2,22,English,1
21376666057614,zhang57613,8888,8888,A231,SDKJDX,2,22,English,1
21376666057615,zhang57614,8888,8888,A231,SDKJDX,2,22,English,1
21376666057616,zhang57615,8888,8888,A231,SDKJDX,2,22,English,1
21376666057617,zhang57616,8888,8888,A231,SDKJDX,2,22,English,1
21376666057618,zhang57617,8888,8888,A231,SDKJDX,2,22,English,1
21376666057619,zhang57618,8888,8888,A231,SDKJDX,2,22,English,1
21376666057620,zhang57619,8888,8888,A231,SDKJDX,2,22,English,1
21376666057621,zhang57620,8888,8888,A231,SDKJDX,2,22,English,1
21376666057622,zhang57621,8888,8888,A231,SDKJDX,2,22,English,1
21376666057623,zhang57622,8888,8888,A231,SDKJDX,2,22,English,1
21376666057624,zhang57623,8888,8888,A231,SDKJDX,2,22,English,1
21376666057625,zhang57624,8888,8888,A231,SDKJDX,2,22,English,1
21376666057626,zhang57625,8888,8888,A231,SDKJDX,2,22,English,1
21376666057627,zhang57626,8888,8888,A231,SDKJDX,2,22,English,1
21376666057628,zhang57627,8888,8888,A231,SDKJDX,2,22,English,1
21376666057629,zhang57628,8888,8888,A231,SDKJDX,2,22,English,1
21376666057630,zhang57629,8888,8888,A231,SDKJDX,2,22,English,1
21376666057631,zhang57630,8888,8888,A231,SDKJDX,2,22,English,1
21376666057632,zhang57631,8888,8888,A231,SDKJDX,2,22,English,1
21376666057633,zhang57632,8888,8888,A231,SDKJDX,2,22,English,1
21376666057634,zhang57633,8888,8888,A231,SDKJDX,2,22,English,1
21376666057635,zhang57634,8888,8888,A231,SDKJDX,2,22,English,1
21376666057636,zhang57635,8888,8888,A231,SDKJDX,2,22,English,1
21376666057637,zhang57636,8888,8888,A231,SDKJDX,2,22,English,1
21376666057638,zhang57637,8888,8888,A231,SDKJDX,2,22,English,1
21376666057639,zhang57638,8888,8888,A231,SDKJDX,2,22,English,1
21376666057640,zhang57639,8888,8888,A231,SDKJDX,2,22,English,1
21376666057641,zhang57640,8888,8888,A231,SDKJDX,2,22,English,1
21376666057642,zhang57641,8888,8888,A231,SDKJDX,2,22,English,1
21376666057643,zhang57642,8888,8888,A231,SDKJDX,2,22,English,1
21376666057644,zhang57643,8888,8888,A231,SDKJDX,2,22,English,1
21376666057645,zhang57644,8888,8888,A231,SDKJDX,2,22,English,1
21376666057646,zhang57645,8888,8888,A231,SDKJDX,2,22,English,1
21376666057647,zhang57646,8888,8888,A231,SDKJDX,2,22,English,1
21376666057648,zhang57647,8888,8888,A231,SDKJDX,2,22,English,1
21376666057649,zhang57648,8888,8888,A231,SDKJDX,2,22,English,1
21376666057650,zhang57649,8888,8888,A231,SDKJDX,2,22,English,1
21376666057651,zhang57650,8888,8888,A231,SDKJDX,2,22,English,1
21376666057652,zhang57651,8888,8888,A231,SDKJDX,2,22,English,1
21376666057653,zhang57652,8888,8888,A231,SDKJDX,2,22,English,1
21376666057654,zhang57653,8888,8888,A231,SDKJDX,2,22,English,1
21376666057655,zhang57654,8888,8888,A231,SDKJDX,2,22,English,1
21376666057656,zhang57655,8888,8888,A231,SDKJDX,2,22,English,1
21376666057657,zhang57656,8888,8888,A231,SDKJDX,2,22,English,1
21376666057658,zhang57657,8888,8888,A231,SDKJDX,2,22,English,1
21376666057659,zhang57658,8888,8888,A231,SDKJDX,2,22,English,1
21376666057660,zhang57659,8888,8888,A231,SDKJDX,2,22,English,1
21376666057661,zhang57660,8888,8888,A231,SDKJDX,2,22,English,1
21376666057662,zhang57661,8888,8888,A231,SDKJDX,2,22,English,1
21376666057663,zhang57662,8888,8888,A231,SDKJDX,2,22,English,1
21376666057664,zhang57663,8888,8888,A231,SDKJDX,2,22,English,1
21376666057665,zhang57664,8888,8888,A231,SDKJDX,2,22,English,1
21376666057666,zhang57665,8888,8888,A231,SDKJDX,2,22,English,1
21376666057667,zhang57666,8888,8888,A231,SDKJDX,2,22,English,1
21376666057668,zhang57667,8888,8888,A231,SDKJDX,2,22,English,1
21376666057669,zhang57668,8888,8888,A231,SDKJDX,2,22,English,1
21376666057670,zhang57669,8888,8888,A231,SDKJDX,2,22,English,1
21376666057671,zhang57670,8888,8888,A231,SDKJDX,2,22,English,1
21376666057672,zhang57671,8888,8888,A231,SDKJDX,2,22,English,1
21376666057673,zhang57672,8888,8888,A231,SDKJDX,2,22,English,1
21376666057674,zhang57673,8888,8888,A231,SDKJDX,2,22,English,1
21376666057675,zhang57674,8888,8888,A231,SDKJDX,2,22,English,1
21376666057676,zhang57675,8888,8888,A231,SDKJDX,2,22,English,1
21376666057677,zhang57676,8888,8888,A231,SDKJDX,2,22,English,1
21376666057678,zhang57677,8888,8888,A231,SDKJDX,2,22,English,1
21376666057679,zhang57678,8888,8888,A231,SDKJDX,2,22,English,1
21376666057680,zhang57679,8888,8888,A231,SDKJDX,2,22,English,1
21376666057681,zhang57680,8888,8888,A231,SDKJDX,2,22,English,1
21376666057682,zhang57681,8888,8888,A231,SDKJDX,2,22,English,1
21376666057683,zhang57682,8888,8888,A231,SDKJDX,2,22,English,1
21376666057684,zhang57683,8888,8888,A231,SDKJDX,2,22,English,1
21376666057685,zhang57684,8888,8888,A231,SDKJDX,2,22,English,1
21376666057686,zhang57685,8888,8888,A231,SDKJDX,2,22,English,1
21376666057687,zhang57686,8888,8888,A231,SDKJDX,2,22,English,1
21376666057688,zhang57687,8888,8888,A231,SDKJDX,2,22,English,1
21376666057689,zhang57688,8888,8888,A231,SDKJDX,2,22,English,1
21376666057690,zhang57689,8888,8888,A231,SDKJDX,2,22,English,1
21376666057691,zhang57690,8888,8888,A231,SDKJDX,2,22,English,1
21376666057692,zhang57691,8888,8888,A231,SDKJDX,2,22,English,1
21376666057693,zhang57692,8888,8888,A231,SDKJDX,2,22,English,1
21376666057694,zhang57693,8888,8888,A231,SDKJDX,2,22,English,1
21376666057695,zhang57694,8888,8888,A231,SDKJDX,2,22,English,1
21376666057696,zhang57695,8888,8888,A231,SDKJDX,2,22,English,1
21376666057697,zhang57696,8888,8888,A231,SDKJDX,2,22,English,1
21376666057698,zhang57697,8888,8888,A231,SDKJDX,2,22,English,1
21376666057699,zhang57698,8888,8888,A231,SDKJDX,2,22,English,1
21376666057700,zhang57699,8888,8888,A231,SDKJDX,2,22,English,1
21376666057701,zhang57700,8888,8888,A231,SDKJDX,2,22,English,1
21376666057702,zhang57701,8888,8888,A231,SDKJDX,2,22,English,1
21376666057703,zhang57702,8888,8888,A231,SDKJDX,2,22,English,1
21376666057704,zhang57703,8888,8888,A231,SDKJDX,2,22,English,1
21376666057705,zhang57704,8888,8888,A231,SDKJDX,2,22,English,1
21376666057706,zhang57705,8888,8888,A231,SDKJDX,2,22,English,1
21376666057707,zhang57706,8888,8888,A231,SDKJDX,2,22,English,1
21376666057708,zhang57707,8888,8888,A231,SDKJDX,2,22,English,1
21376666057709,zhang57708,8888,8888,A231,SDKJDX,2,22,English,1
21376666057710,zhang57709,8888,8888,A231,SDKJDX,2,22,English,1
21376666057711,zhang57710,8888,8888,A231,SDKJDX,2,22,English,1
21376666057712,zhang57711,8888,8888,A231,SDKJDX,2,22,English,1
21376666057713,zhang57712,8888,8888,A231,SDKJDX,2,22,English,1
21376666057714,zhang57713,8888,8888,A231,SDKJDX,2,22,English,1
21376666057715,zhang57714,8888,8888,A231,SDKJDX,2,22,English,1
21376666057716,zhang57715,8888,8888,A231,SDKJDX,2,22,English,1
21376666057717,zhang57716,8888,8888,A231,SDKJDX,2,22,English,1
21376666057718,zhang57717,8888,8888,A231,SDKJDX,2,22,English,1
21376666057719,zhang57718,8888,8888,A231,SDKJDX,2,22,English,1
21376666057720,zhang57719,8888,8888,A231,SDKJDX,2,22,English,1
21376666057721,zhang57720,8888,8888,A231,SDKJDX,2,22,English,1
21376666057722,zhang57721,8888,8888,A231,SDKJDX,2,22,English,1
21376666057723,zhang57722,8888,8888,A231,SDKJDX,2,22,English,1
21376666057724,zhang57723,8888,8888,A231,SDKJDX,2,22,English,1
21376666057725,zhang57724,8888,8888,A231,SDKJDX,2,22,English,1
21376666057726,zhang57725,8888,8888,A231,SDKJDX,2,22,English,1
21376666057727,zhang57726,8888,8888,A231,SDKJDX,2,22,English,1
21376666057728,zhang57727,8888,8888,A231,SDKJDX,2,22,English,1
21376666057729,zhang57728,8888,8888,A231,SDKJDX,2,22,English,1
21376666057730,zhang57729,8888,8888,A231,SDKJDX,2,22,English,1
21376666057731,zhang57730,8888,8888,A231,SDKJDX,2,22,English,1
21376666057732,zhang57731,8888,8888,A231,SDKJDX,2,22,English,1
21376666057733,zhang57732,8888,8888,A231,SDKJDX,2,22,English,1
21376666057734,zhang57733,8888,8888,A231,SDKJDX,2,22,English,1
21376666057735,zhang57734,8888,8888,A231,SDKJDX,2,22,English,1
21376666057736,zhang57735,8888,8888,A231,SDKJDX,2,22,English,1
21376666057737,zhang57736,8888,8888,A231,SDKJDX,2,22,English,1
21376666057738,zhang57737,8888,8888,A231,SDKJDX,2,22,English,1
21376666057739,zhang57738,8888,8888,A231,SDKJDX,2,22,English,1
21376666057740,zhang57739,8888,8888,A231,SDKJDX,2,22,English,1
21376666057741,zhang57740,8888,8888,A231,SDKJDX,2,22,English,1
21376666057742,zhang57741,8888,8888,A231,SDKJDX,2,22,English,1
21376666057743,zhang57742,8888,8888,A231,SDKJDX,2,22,English,1
21376666057744,zhang57743,8888,8888,A231,SDKJDX,2,22,English,1
21376666057745,zhang57744,8888,8888,A231,SDKJDX,2,22,English,1
21376666057746,zhang57745,8888,8888,A231,SDKJDX,2,22,English,1
21376666057747,zhang57746,8888,8888,A231,SDKJDX,2,22,English,1
21376666057748,zhang57747,8888,8888,A231,SDKJDX,2,22,English,1
21376666057749,zhang57748,8888,8888,A231,SDKJDX,2,22,English,1
21376666057750,zhang57749,8888,8888,A231,SDKJDX,2,22,English,1
21376666057751,zhang57750,8888,8888,A231,SDKJDX,2,22,English,1
21376666057752,zhang57751,8888,8888,A231,SDKJDX,2,22,English,1
21376666057753,zhang57752,8888,8888,A231,SDKJDX,2,22,English,1
21376666057754,zhang57753,8888,8888,A231,SDKJDX,2,22,English,1
21376666057755,zhang57754,8888,8888,A231,SDKJDX,2,22,English,1
21376666057756,zhang57755,8888,8888,A231,SDKJDX,2,22,English,1
21376666057757,zhang57756,8888,8888,A231,SDKJDX,2,22,English,1
21376666057758,zhang57757,8888,8888,A231,SDKJDX,2,22,English,1
21376666057759,zhang57758,8888,8888,A231,SDKJDX,2,22,English,1
21376666057760,zhang57759,8888,8888,A231,SDKJDX,2,22,English,1
21376666057761,zhang57760,8888,8888,A231,SDKJDX,2,22,English,1
21376666057762,zhang57761,8888,8888,A231,SDKJDX,2,22,English,1
21376666057763,zhang57762,8888,8888,A231,SDKJDX,2,22,English,1
21376666057764,zhang57763,8888,8888,A231,SDKJDX,2,22,English,1
21376666057765,zhang57764,8888,8888,A231,SDKJDX,2,22,English,1
21376666057766,zhang57765,8888,8888,A231,SDKJDX,2,22,English,1
21376666057767,zhang57766,8888,8888,A231,SDKJDX,2,22,English,1
21376666057768,zhang57767,8888,8888,A231,SDKJDX,2,22,English,1
21376666057769,zhang57768,8888,8888,A231,SDKJDX,2,22,English,1
21376666057770,zhang57769,8888,8888,A231,SDKJDX,2,22,English,1
21376666057771,zhang57770,8888,8888,A231,SDKJDX,2,22,English,1
21376666057772,zhang57771,8888,8888,A231,SDKJDX,2,22,English,1
21376666057773,zhang57772,8888,8888,A231,SDKJDX,2,22,English,1
21376666057774,zhang57773,8888,8888,A231,SDKJDX,2,22,English,1
21376666057775,zhang57774,8888,8888,A231,SDKJDX,2,22,English,1
21376666057776,zhang57775,8888,8888,A231,SDKJDX,2,22,English,1
21376666057777,zhang57776,8888,8888,A231,SDKJDX,2,22,English,1
21376666057778,zhang57777,8888,8888,A231,SDKJDX,2,22,English,1
21376666057779,zhang57778,8888,8888,A231,SDKJDX,2,22,English,1
21376666057780,zhang57779,8888,8888,A231,SDKJDX,2,22,English,1
21376666057781,zhang57780,8888,8888,A231,SDKJDX,2,22,English,1
21376666057782,zhang57781,8888,8888,A231,SDKJDX,2,22,English,1
21376666057783,zhang57782,8888,8888,A231,SDKJDX,2,22,English,1
21376666057784,zhang57783,8888,8888,A231,SDKJDX,2,22,English,1
21376666057785,zhang57784,8888,8888,A231,SDKJDX,2,22,English,1
21376666057786,zhang57785,8888,8888,A231,SDKJDX,2,22,English,1
21376666057787,zhang57786,8888,8888,A231,SDKJDX,2,22,English,1
21376666057788,zhang57787,8888,8888,A231,SDKJDX,2,22,English,1
21376666057789,zhang57788,8888,8888,A231,SDKJDX,2,22,English,1
21376666057790,zhang57789,8888,8888,A231,SDKJDX,2,22,English,1
21376666057791,zhang57790,8888,8888,A231,SDKJDX,2,22,English,1
21376666057792,zhang57791,8888,8888,A231,SDKJDX,2,22,English,1
21376666057793,zhang57792,8888,8888,A231,SDKJDX,2,22,English,1
21376666057794,zhang57793,8888,8888,A231,SDKJDX,2,22,English,1
21376666057795,zhang57794,8888,8888,A231,SDKJDX,2,22,English,1
21376666057796,zhang57795,8888,8888,A231,SDKJDX,2,22,English,1
21376666057797,zhang57796,8888,8888,A231,SDKJDX,2,22,English,1
21376666057798,zhang57797,8888,8888,A231,SDKJDX,2,22,English,1
21376666057799,zhang57798,8888,8888,A231,SDKJDX,2,22,English,1
21376666057800,zhang57799,8888,8888,A231,SDKJDX,2,22,English,1
21376666057801,zhang57800,8888,8888,A231,SDKJDX,2,22,English,1
21376666057802,zhang57801,8888,8888,A231,SDKJDX,2,22,English,1
21376666057803,zhang57802,8888,8888,A231,SDKJDX,2,22,English,1
21376666057804,zhang57803,8888,8888,A231,SDKJDX,2,22,English,1
21376666057805,zhang57804,8888,8888,A231,SDKJDX,2,22,English,1
21376666057806,zhang57805,8888,8888,A231,SDKJDX,2,22,English,1
21376666057807,zhang57806,8888,8888,A231,SDKJDX,2,22,English,1
21376666057808,zhang57807,8888,8888,A231,SDKJDX,2,22,English,1
21376666057809,zhang57808,8888,8888,A231,SDKJDX,2,22,English,1
21376666057810,zhang57809,8888,8888,A231,SDKJDX,2,22,English,1
21376666057811,zhang57810,8888,8888,A231,SDKJDX,2,22,English,1
21376666057812,zhang57811,8888,8888,A231,SDKJDX,2,22,English,1
21376666057813,zhang57812,8888,8888,A231,SDKJDX,2,22,English,1
21376666057814,zhang57813,8888,8888,A231,SDKJDX,2,22,English,1
21376666057815,zhang57814,8888,8888,A231,SDKJDX,2,22,English,1
21376666057816,zhang57815,8888,8888,A231,SDKJDX,2,22,English,1
21376666057817,zhang57816,8888,8888,A231,SDKJDX,2,22,English,1
21376666057818,zhang57817,8888,8888,A231,SDKJDX,2,22,English,1
21376666057819,zhang57818,8888,8888,A231,SDKJDX,2,22,English,1
21376666057820,zhang57819,8888,8888,A231,SDKJDX,2,22,English,1
21376666057821,zhang57820,8888,8888,A231,SDKJDX,2,22,English,1
21376666057822,zhang57821,8888,8888,A231,SDKJDX,2,22,English,1
21376666057823,zhang57822,8888,8888,A231,SDKJDX,2,22,English,1
21376666057824,zhang57823,8888,8888,A231,SDKJDX,2,22,English,1
21376666057825,zhang57824,8888,8888,A231,SDKJDX,2,22,English,1
21376666057826,zhang57825,8888,8888,A231,SDKJDX,2,22,English,1
21376666057827,zhang57826,8888,8888,A231,SDKJDX,2,22,English,1
21376666057828,zhang57827,8888,8888,A231,SDKJDX,2,22,English,1
21376666057829,zhang57828,8888,8888,A231,SDKJDX,2,22,English,1
21376666057830,zhang57829,8888,8888,A231,SDKJDX,2,22,English,1
21376666057831,zhang57830,8888,8888,A231,SDKJDX,2,22,English,1
21376666057832,zhang57831,8888,8888,A231,SDKJDX,2,22,English,1
21376666057833,zhang57832,8888,8888,A231,SDKJDX,2,22,English,1
21376666057834,zhang57833,8888,8888,A231,SDKJDX,2,22,English,1
21376666057835,zhang57834,8888,8888,A231,SDKJDX,2,22,English,1
21376666057836,zhang57835,8888,8888,A231,SDKJDX,2,22,English,1
21376666057837,zhang57836,8888,8888,A231,SDKJDX,2,22,English,1
21376666057838,zhang57837,8888,8888,A231,SDKJDX,2,22,English,1
21376666057839,zhang57838,8888,8888,A231,SDKJDX,2,22,English,1
21376666057840,zhang57839,8888,8888,A231,SDKJDX,2,22,English,1
21376666057841,zhang57840,8888,8888,A231,SDKJDX,2,22,English,1
21376666057842,zhang57841,8888,8888,A231,SDKJDX,2,22,English,1
21376666057843,zhang57842,8888,8888,A231,SDKJDX,2,22,English,1
21376666057844,zhang57843,8888,8888,A231,SDKJDX,2,22,English,1
21376666057845,zhang57844,8888,8888,A231,SDKJDX,2,22,English,1
21376666057846,zhang57845,8888,8888,A231,SDKJDX,2,22,English,1
21376666057847,zhang57846,8888,8888,A231,SDKJDX,2,22,English,1
21376666057848,zhang57847,8888,8888,A231,SDKJDX,2,22,English,1
21376666057849,zhang57848,8888,8888,A231,SDKJDX,2,22,English,1
21376666057850,zhang57849,8888,8888,A231,SDKJDX,2,22,English,1
21376666057851,zhang57850,8888,8888,A231,SDKJDX,2,22,English,1
21376666057852,zhang57851,8888,8888,A231,SDKJDX,2,22,English,1
21376666057853,zhang57852,8888,8888,A231,SDKJDX,2,22,English,1
21376666057854,zhang57853,8888,8888,A231,SDKJDX,2,22,English,1
21376666057855,zhang57854,8888,8888,A231,SDKJDX,2,22,English,1
21376666057856,zhang57855,8888,8888,A231,SDKJDX,2,22,English,1
21376666057857,zhang57856,8888,8888,A231,SDKJDX,2,22,English,1
21376666057858,zhang57857,8888,8888,A231,SDKJDX,2,22,English,1
21376666057859,zhang57858,8888,8888,A231,SDKJDX,2,22,English,1
21376666057860,zhang57859,8888,8888,A231,SDKJDX,2,22,English,1
21376666057861,zhang57860,8888,8888,A231,SDKJDX,2,22,English,1
21376666057862,zhang57861,8888,8888,A231,SDKJDX,2,22,English,1
21376666057863,zhang57862,8888,8888,A231,SDKJDX,2,22,English,1
21376666057864,zhang57863,8888,8888,A231,SDKJDX,2,22,English,1
21376666057865,zhang57864,8888,8888,A231,SDKJDX,2,22,English,1
21376666057866,zhang57865,8888,8888,A231,SDKJDX,2,22,English,1
21376666057867,zhang57866,8888,8888,A231,SDKJDX,2,22,English,1
21376666057868,zhang57867,8888,8888,A231,SDKJDX,2,22,English,1
21376666057869,zhang57868,8888,8888,A231,SDKJDX,2,22,English,1
21376666057870,zhang57869,8888,8888,A231,SDKJDX,2,22,English,1
21376666057871,zhang57870,8888,8888,A231,SDKJDX,2,22,English,1
21376666057872,zhang57871,8888,8888,A231,SDKJDX,2,22,English,1
21376666057873,zhang57872,8888,8888,A231,SDKJDX,2,22,English,1
21376666057874,zhang57873,8888,8888,A231,SDKJDX,2,22,English,1
21376666057875,zhang57874,8888,8888,A231,SDKJDX,2,22,English,1
21376666057876,zhang57875,8888,8888,A231,SDKJDX,2,22,English,1
21376666057877,zhang57876,8888,8888,A231,SDKJDX,2,22,English,1
21376666057878,zhang57877,8888,8888,A231,SDKJDX,2,22,English,1
21376666057879,zhang57878,8888,8888,A231,SDKJDX,2,22,English,1
21376666057880,zhang57879,8888,8888,A231,SDKJDX,2,22,English,1
21376666057881,zhang57880,8888,8888,A231,SDKJDX,2,22,English,1
21376666057882,zhang57881,8888,8888,A231,SDKJDX,2,22,English,1
21376666057883,zhang57882,8888,8888,A231,SDKJDX,2,22,English,1
21376666057884,zhang57883,8888,8888,A231,SDKJDX,2,22,English,1
21376666057885,zhang57884,8888,8888,A231,SDKJDX,2,22,English,1
21376666057886,zhang57885,8888,8888,A231,SDKJDX,2,22,English,1
21376666057887,zhang57886,8888,8888,A231,SDKJDX,2,22,English,1
21376666057888,zhang57887,8888,8888,A231,SDKJDX,2,22,English,1
21376666057889,zhang57888,8888,8888,A231,SDKJDX,2,22,English,1
21376666057890,zhang57889,8888,8888,A231,SDKJDX,2,22,English,1
21376666057891,zhang57890,8888,8888,A231,SDKJDX,2,22,English,1
21376666057892,zhang57891,8888,8888,A231,SDKJDX,2,22,English,1
21376666057893,zhang57892,8888,8888,A231,SDKJDX,2,22,English,1
21376666057894,zhang57893,8888,8888,A231,SDKJDX,2,22,English,1
21376666057895,zhang57894,8888,8888,A231,SDKJDX,2,22,English,1
21376666057896,zhang57895,8888,8888,A231,SDKJDX,2,22,English,1
21376666057897,zhang57896,8888,8888,A231,SDKJDX,2,22,English,1
21376666057898,zhang57897,8888,8888,A231,SDKJDX,2,22,English,1
21376666057899,zhang57898,8888,8888,A231,SDKJDX,2,22,English,1
21376666057900,zhang57899,8888,8888,A231,SDKJDX,2,22,English,1
21376666057901,zhang57900,8888,8888,A231,SDKJDX,2,22,English,1
21376666057902,zhang57901,8888,8888,A231,SDKJDX,2,22,English,1
21376666057903,zhang57902,8888,8888,A231,SDKJDX,2,22,English,1
21376666057904,zhang57903,8888,8888,A231,SDKJDX,2,22,English,1
21376666057905,zhang57904,8888,8888,A231,SDKJDX,2,22,English,1
21376666057906,zhang57905,8888,8888,A231,SDKJDX,2,22,English,1
21376666057907,zhang57906,8888,8888,A231,SDKJDX,2,22,English,1
21376666057908,zhang57907,8888,8888,A231,SDKJDX,2,22,English,1
21376666057909,zhang57908,8888,8888,A231,SDKJDX,2,22,English,1
21376666057910,zhang57909,8888,8888,A231,SDKJDX,2,22,English,1
21376666057911,zhang57910,8888,8888,A231,SDKJDX,2,22,English,1
21376666057912,zhang57911,8888,8888,A231,SDKJDX,2,22,English,1
21376666057913,zhang57912,8888,8888,A231,SDKJDX,2,22,English,1
21376666057914,zhang57913,8888,8888,A231,SDKJDX,2,22,English,1
21376666057915,zhang57914,8888,8888,A231,SDKJDX,2,22,English,1
21376666057916,zhang57915,8888,8888,A231,SDKJDX,2,22,English,1
21376666057917,zhang57916,8888,8888,A231,SDKJDX,2,22,English,1
21376666057918,zhang57917,8888,8888,A231,SDKJDX,2,22,English,1
21376666057919,zhang57918,8888,8888,A231,SDKJDX,2,22,English,1
21376666057920,zhang57919,8888,8888,A231,SDKJDX,2,22,English,1
21376666057921,zhang57920,8888,8888,A231,SDKJDX,2,22,English,1
21376666057922,zhang57921,8888,8888,A231,SDKJDX,2,22,English,1
21376666057923,zhang57922,8888,8888,A231,SDKJDX,2,22,English,1
21376666057924,zhang57923,8888,8888,A231,SDKJDX,2,22,English,1
21376666057925,zhang57924,8888,8888,A231,SDKJDX,2,22,English,1
21376666057926,zhang57925,8888,8888,A231,SDKJDX,2,22,English,1
21376666057927,zhang57926,8888,8888,A231,SDKJDX,2,22,English,1
21376666057928,zhang57927,8888,8888,A231,SDKJDX,2,22,English,1
21376666057929,zhang57928,8888,8888,A231,SDKJDX,2,22,English,1
21376666057930,zhang57929,8888,8888,A231,SDKJDX,2,22,English,1
21376666057931,zhang57930,8888,8888,A231,SDKJDX,2,22,English,1
21376666057932,zhang57931,8888,8888,A231,SDKJDX,2,22,English,1
21376666057933,zhang57932,8888,8888,A231,SDKJDX,2,22,English,1
21376666057934,zhang57933,8888,8888,A231,SDKJDX,2,22,English,1
21376666057935,zhang57934,8888,8888,A231,SDKJDX,2,22,English,1
21376666057936,zhang57935,8888,8888,A231,SDKJDX,2,22,English,1
21376666057937,zhang57936,8888,8888,A231,SDKJDX,2,22,English,1
21376666057938,zhang57937,8888,8888,A231,SDKJDX,2,22,English,1
21376666057939,zhang57938,8888,8888,A231,SDKJDX,2,22,English,1
21376666057940,zhang57939,8888,8888,A231,SDKJDX,2,22,English,1
21376666057941,zhang57940,8888,8888,A231,SDKJDX,2,22,English,1
21376666057942,zhang57941,8888,8888,A231,SDKJDX,2,22,English,1
21376666057943,zhang57942,8888,8888,A231,SDKJDX,2,22,English,1
21376666057944,zhang57943,8888,8888,A231,SDKJDX,2,22,English,1
21376666057945,zhang57944,8888,8888,A231,SDKJDX,2,22,English,1
21376666057946,zhang57945,8888,8888,A231,SDKJDX,2,22,English,1
21376666057947,zhang57946,8888,8888,A231,SDKJDX,2,22,English,1
21376666057948,zhang57947,8888,8888,A231,SDKJDX,2,22,English,1
21376666057949,zhang57948,8888,8888,A231,SDKJDX,2,22,English,1
21376666057950,zhang57949,8888,8888,A231,SDKJDX,2,22,English,1
21376666057951,zhang57950,8888,8888,A231,SDKJDX,2,22,English,1
21376666057952,zhang57951,8888,8888,A231,SDKJDX,2,22,English,1
21376666057953,zhang57952,8888,8888,A231,SDKJDX,2,22,English,1
21376666057954,zhang57953,8888,8888,A231,SDKJDX,2,22,English,1
21376666057955,zhang57954,8888,8888,A231,SDKJDX,2,22,English,1
21376666057956,zhang57955,8888,8888,A231,SDKJDX,2,22,English,1
21376666057957,zhang57956,8888,8888,A231,SDKJDX,2,22,English,1
21376666057958,zhang57957,8888,8888,A231,SDKJDX,2,22,English,1
21376666057959,zhang57958,8888,8888,A231,SDKJDX,2,22,English,1
21376666057960,zhang57959,8888,8888,A231,SDKJDX,2,22,English,1
21376666057961,zhang57960,8888,8888,A231,SDKJDX,2,22,English,1
21376666057962,zhang57961,8888,8888,A231,SDKJDX,2,22,English,1
21376666057963,zhang57962,8888,8888,A231,SDKJDX,2,22,English,1
21376666057964,zhang57963,8888,8888,A231,SDKJDX,2,22,English,1
21376666057965,zhang57964,8888,8888,A231,SDKJDX,2,22,English,1
21376666057966,zhang57965,8888,8888,A231,SDKJDX,2,22,English,1
21376666057967,zhang57966,8888,8888,A231,SDKJDX,2,22,English,1
21376666057968,zhang57967,8888,8888,A231,SDKJDX,2,22,English,1
21376666057969,zhang57968,8888,8888,A231,SDKJDX,2,22,English,1
21376666057970,zhang57969,8888,8888,A231,SDKJDX,2,22,English,1
21376666057971,zhang57970,8888,8888,A231,SDKJDX,2,22,English,1
21376666057972,zhang57971,8888,8888,A231,SDKJDX,2,22,English,1
21376666057973,zhang57972,8888,8888,A231,SDKJDX,2,22,English,1
21376666057974,zhang57973,8888,8888,A231,SDKJDX,2,22,English,1
21376666057975,zhang57974,8888,8888,A231,SDKJDX,2,22,English,1
21376666057976,zhang57975,8888,8888,A231,SDKJDX,2,22,English,1
21376666057977,zhang57976,8888,8888,A231,SDKJDX,2,22,English,1
21376666057978,zhang57977,8888,8888,A231,SDKJDX,2,22,English,1
21376666057979,zhang57978,8888,8888,A231,SDKJDX,2,22,English,1
21376666057980,zhang57979,8888,8888,A231,SDKJDX,2,22,English,1
21376666057981,zhang57980,8888,8888,A231,SDKJDX,2,22,English,1
21376666057982,zhang57981,8888,8888,A231,SDKJDX,2,22,English,1
21376666057983,zhang57982,8888,8888,A231,SDKJDX,2,22,English,1
21376666057984,zhang57983,8888,8888,A231,SDKJDX,2,22,English,1
21376666057985,zhang57984,8888,8888,A231,SDKJDX,2,22,English,1
21376666057986,zhang57985,8888,8888,A231,SDKJDX,2,22,English,1
21376666057987,zhang57986,8888,8888,A231,SDKJDX,2,22,English,1
21376666057988,zhang57987,8888,8888,A231,SDKJDX,2,22,English,1
21376666057989,zhang57988,8888,8888,A231,SDKJDX,2,22,English,1
